cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131000000,131010000,2.7668500734510166
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131010000,131020000,2.8437379867537786
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131020000,131030000,2.972773401328191
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131030000,131040000,3.0294306400734805
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131040000,131050000,3.0543810484829783
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131050000,131060000,2.954724184379367
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131060000,131070000,3.037626144294941
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131070000,131080000,3.1840823104403286
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131080000,131090000,3.096731738669757
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131090000,131100000,3.26808347162445
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131100000,131110000,3.2110256320245765
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131110000,131120000,3.237345893558062
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131120000,131130000,3.257443815030542
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131130000,131140000,3.2106954242145775
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131140000,131150000,3.2281823884877334
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131150000,131160000,3.278323432011068
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131160000,131170000,3.3195784752208644
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131170000,131180000,3.3762363234297714
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131180000,131190000,3.4578178408118543
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131190000,131200000,3.498698893516662
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131200000,131210000,3.3456103447490637
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131210000,131220000,3.4461776964158113
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131220000,131230000,3.401954976657702
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131230000,131240000,3.3260863327338597
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131240000,131250000,3.5062709228927598
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131250000,131260000,3.5491495501941013
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131260000,131270000,3.401451682193282
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131270000,131280000,3.5539480132347636
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131280000,131290000,3.5266338475904275
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131290000,131300000,3.5007947945962443
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131300000,131310000,3.5091735160256197
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131310000,131320000,3.5147184631262176
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131320000,131330000,3.5569303535466683
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131330000,131340000,3.50531444617728
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131340000,131350000,3.607701398469455
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131350000,131360000,3.6128547097514527
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131360000,131370000,3.5611422343487167
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131370000,131380000,3.5086863275007345
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131380000,131390000,3.6321641141819385
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131390000,131400000,3.5916830801805615
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131400000,131410000,3.5090840195189714
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131410000,131420000,3.569778931075907
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131420000,131430000,3.5796162358037176
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131430000,131440000,3.571012837370995
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131440000,131450000,3.5915832145208855
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131450000,131460000,3.5384430421996718
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131460000,131470000,3.5776500393118114
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131470000,131480000,3.482174098124235
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131480000,131490000,3.5019259632417374
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131490000,131500000,3.4625888863858085
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131500000,131510000,3.4883978464521532
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131510000,131520000,3.520957845399196
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131520000,131530000,3.338969958355441
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131530000,131540000,3.3598177620591114
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131540000,131550000,3.397562998107118
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131550000,131560000,3.3412213281964136
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131560000,131570000,3.3997210182440694
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131570000,131580000,3.3419783608517095
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131580000,131590000,3.3580590305564244
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131590000,131600000,3.286107363071582
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131600000,131610000,3.233460725658019
RPE1,periodic_interval,8,chr8,131000000,132600000,10000,131610000,131620000,3.201748458353229
