cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126425747,126435747,3.154716533033219
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126435747,126445747,3.128323814813469
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126445747,126455747,3.068206808850568
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126455747,126465747,3.012839262041687
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126465747,126475747,2.982070376962536
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126475747,126485747,2.9454821707258976
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126485747,126495747,2.922147435113979
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126495747,126505747,2.907881130123932
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126505747,126515747,2.890645440318382
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126515747,126525747,2.865108040623067
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126525747,126535747,2.845316159111738
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126535747,126545747,2.8426775531423334
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126545747,126555747,2.8205870933176826
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126555747,126565747,2.7587604024344716
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126565747,126575747,2.7234891509553636
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126575747,126585747,2.7028149140735915
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126585747,126595747,2.662510904510633
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126595747,126605747,2.597176797662418
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126605747,126615747,2.560102796339365
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126615747,126625747,2.576390984691516
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126625747,126635747,2.5695327801021124
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126635747,126645747,2.5126146112066627
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126645747,126655747,2.4742360959882377
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126655747,126665747,2.4615528528432327
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126665747,126675747,2.44912552784253
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126675747,126685747,2.4603276479574716
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126685747,126695747,2.4259723501754733
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126695747,126705747,2.1597146110273857
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126705747,126715747,1.7737413097955619
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126715747,126725747,1.8709394287604622
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126725747,126735747,1.8764784259560923
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126735747,126745747,1.88450143795011
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126745747,126755747,1.9559646851702615
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126755747,126765747,1.9934326666876683
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126765747,126775747,2.0019018958802515
HSR,periodic_interval,8,chr8,126425747,127997820,10000,126775747,126785747,2.0282933667346694
