cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131000000,131010000,4.1542804619153255
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131010000,131020000,4.139516233343289
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131020000,131030000,4.170504357947244
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131030000,131040000,4.140277151701713
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131040000,131050000,4.146706616380002
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131050000,131060000,4.160254545162615
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131060000,131070000,4.058438629197951
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131070000,131080000,4.140191291566898
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131080000,131090000,4.187596477136237
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131090000,131100000,4.151837516402389
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131100000,131110000,4.139584993356752
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131110000,131120000,4.152723131855558
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131120000,131130000,4.141918829302248
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131130000,131140000,4.163610857136891
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131140000,131150000,4.176853667545442
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131150000,131160000,4.172286630845845
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131160000,131170000,4.169983655966422
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131170000,131180000,4.172741576827935
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131180000,131190000,4.172634643688585
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131190000,131200000,4.172708294322613
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131200000,131210000,4.159300856193922
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131210000,131220000,4.163721200585144
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131220000,131230000,4.189949747868407
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131230000,131240000,4.035862438616643
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131240000,131250000,4.163965482862171
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131250000,131260000,4.158785636996056
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131260000,131270000,4.15908914766817
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131270000,131280000,4.16298939053981
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131280000,131290000,4.147790974844631
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131290000,131300000,4.185970111329696
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131300000,131310000,4.156892111605942
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131310000,131320000,4.154487433383604
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131320000,131330000,4.174839056284369
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131330000,131340000,4.168794193483865
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131340000,131350000,4.165825754204607
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131350000,131360000,4.185223022563996
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131360000,131370000,4.1785718151181195
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131370000,131380000,4.149813690092329
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131380000,131390000,4.165946494286704
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131390000,131400000,4.169040409506372
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131400000,131410000,4.183985869441634
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131410000,131420000,4.163220146620314
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131420000,131430000,4.179146591569065
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131430000,131440000,4.191485930977741
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131440000,131450000,4.17953202258346
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131450000,131460000,4.179574944054122
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131460000,131470000,4.173329409598315
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131470000,131480000,4.191127183252993
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131480000,131490000,4.158846526412538
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131490000,131500000,4.181462848824553
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131500000,131510000,4.168692040327085
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131510000,131520000,4.1753846187255705
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131520000,131530000,4.186347213071838
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131530000,131540000,4.179643139756003
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131540000,131550000,4.16327688957101
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131550000,131560000,4.166989833843221
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131560000,131570000,4.18038790392951
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131570000,131580000,4.179360083503343
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131580000,131590000,4.1749071539638
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131590000,131600000,4.182435690792433
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131600000,131610000,4.165768308124911
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131610000,131620000,4.1780002558033225
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131620000,131630000,4.169557311754086
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131630000,131640000,4.139092884248348
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131640000,131650000,4.176820598559343
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131650000,131660000,4.1751947720723095
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131660000,131670000,4.172170875902331
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131670000,131680000,4.164638098732579
DM,periodic_interval,chr8,chr8,131000000,132600000,10000,131680000,131690000,4.146735021654541
