cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126425747,126435747,2.459806155693242
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126435747,126445747,2.5078636873390514
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126445747,126455747,2.5386569422168335
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126455747,126465747,2.5725306274396074
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126465747,126475747,2.5787056747489885
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126475747,126485747,2.6115878284780085
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126485747,126495747,2.6014440573495308
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126495747,126505747,2.213617785865542
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126505747,126515747,1.6666388909766114
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126515747,126525747,1.4955299966308493
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126525747,126535747,1.5032545730649562
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126535747,126545747,1.478643299804124
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126545747,126555747,1.476142101368018
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126555747,126565747,1.8178402727092786
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126565747,126575747,2.104825289921954
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126575747,126585747,2.1720777341626345
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126585747,126595747,2.1927619550717687
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126595747,126605747,2.2004745199989983
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126605747,126615747,2.3553565686340106
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126615747,126625747,2.5170696847224137
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126625747,126635747,2.572986646945948
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126635747,126645747,2.7055324113373427
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126645747,126655747,3.230959387722344
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126655747,126665747,3.513109824285731
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126665747,126675747,3.521903955166049
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126675747,126685747,3.508801352133657
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126685747,126695747,3.5300579895045856
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126695747,126705747,3.50237513468514
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126705747,126715747,3.5120482318864688
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126715747,126725747,3.5215342352022683
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126725747,126735747,3.544912130275556
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126735747,126745747,3.5526130364719424
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126745747,126755747,3.5623403143418577
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126755747,126765747,3.592445932300771
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126765747,126775747,3.545274378596098
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126775747,126785747,3.4948017799936952
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126785747,126795747,3.472117121021378
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126795747,126805747,3.4721172128965248
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126805747,126815747,3.4100852821555354
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126815747,126825747,3.4374330899104266
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126825747,126835747,3.451394743988962
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126835747,126845747,3.4440119586675833
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126845747,126855747,3.4245495038682328
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126855747,126865747,3.466191504541917
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126865747,126875747,3.4623176326246154
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126875747,126885747,3.419458319247215
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126885747,126895747,3.3315658161148365
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126895747,126905747,3.3096990551056673
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126905747,126915747,3.2983848158640163
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126915747,126925747,3.2594468843698303
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126925747,126935747,3.2639268653609057
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126935747,126945747,3.2326842820651525
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126945747,126955747,3.2412839975963528
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126955747,126965747,3.213831105289928
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126965747,126975747,3.2181060120167593
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126975747,126985747,3.1309330304977396
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126985747,126995747,3.0009817369936247
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,126995747,127005747,2.9843261164423818
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127005747,127015747,2.9649031864581454
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127015747,127025747,2.9849773017743906
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127025747,127035747,3.0259246871758427
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127035747,127045747,3.0809837773682838
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127045747,127055747,2.940762829068703
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127055747,127065747,2.827353835205969
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127065747,127075747,2.722169090691323
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127075747,127085747,2.6205148072415
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127085747,127095747,2.678606244077973
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127095747,127105747,2.609185763581054
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127105747,127115747,2.4964683331189716
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127115747,127125747,2.3335829366159797
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127125747,127135747,2.3145154552159926
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127135747,127145747,2.2225025953800928
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127145747,127155747,1.9647167052879289
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127155747,127165747,1.811696840689637
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127165747,127175747,1.7395816641939297
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127175747,127185747,1.6631382383247475
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127185747,127195747,1.6738367792558193
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127195747,127205747,1.527183901884835
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127205747,127215747,1.3676441254812894
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127215747,127225747,1.3887425000062485
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127225747,127235747,1.3355310286262552
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127235747,127245747,1.3060611423359143
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127245747,127255747,1.429159290354703
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127255747,127265747,1.486890456525714
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127265747,127275747,1.4700408138156646
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127275747,127285747,1.482184256475403
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127285747,127295747,1.6073173644513468
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127295747,127305747,1.7523715203660637
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127305747,127315747,1.8888009539147574
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127315747,127325747,1.8995738589520716
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127325747,127335747,1.952947641663487
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127335747,127345747,1.9756518246066344
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127345747,127355747,2.0138394111024613
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127355747,127365747,2.162547131861622
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127365747,127375747,2.2390802562806305
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127375747,127385747,2.254169068342802
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127385747,127395747,2.2636482946110665
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127395747,127405747,2.314409132668908
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127405747,127415747,2.3436371853334435
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127415747,127425747,2.378187938076211
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127425747,127435747,2.4263950217187893
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127435747,127445747,2.4221961579748212
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127445747,127455747,2.4122562075706973
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127455747,127465747,2.470156891748183
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127465747,127475747,2.505492301012389
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127475747,127485747,2.480479737307985
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127485747,127495747,2.3586655784237016
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127495747,127505747,2.3661986510592583
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127505747,127515747,2.402846810189596
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127515747,127525747,2.3770692227007517
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127525747,127535747,2.396847859332398
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127535747,127545747,2.3428444828759614
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127545747,127555747,2.347126119738231
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127555747,127565747,2.3751447717047562
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127565747,127575747,2.380703148966276
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127575747,127585747,2.3504256312239935
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127585747,127595747,2.3069774788677124
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127595747,127605747,2.267377166017348
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127605747,127615747,2.1803481056889216
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127615747,127625747,2.1598713095077335
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127625747,127635747,2.1920717972072237
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127635747,127645747,2.141606900117242
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127645747,127655747,2.1044803025813175
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127655747,127665747,2.1413222014552646
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127665747,127675747,2.0535321652432414
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127675747,127685747,1.9801729688134593
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127685747,127695747,2.029822332600612
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127695747,127705747,1.9396794077657298
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127705747,127715747,1.7543161069510231
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127715747,127725747,1.7622003598918818
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127725747,127735747,1.7386654618449537
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127735747,127745747,1.6624454898035967
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127745747,127755747,1.5669607235040661
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127755747,127765747,1.5282636270188865
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127765747,127775747,1.5111082478484479
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127775747,127785747,1.5237888120264884
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127785747,127795747,1.549127986836809
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127795747,127805747,1.55832744450401
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127805747,127815747,1.5726822656125143
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127815747,127825747,1.6172734933437818
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127825747,127835747,1.6283701084025153
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127835747,127845747,1.5264295205613025
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127845747,127855747,1.5085305460854161
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127855747,127865747,1.6958231574573146
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127865747,127875747,2.014261347033541
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127875747,127885747,1.9759609557232223
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127885747,127895747,2.064684311532779
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127895747,127905747,2.1446922467644303
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127905747,127915747,2.132078277988807
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127915747,127925747,2.1665223683266115
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127925747,127935747,2.1890913416194984
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127935747,127945747,2.212711038419903
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127945747,127955747,2.238849267689636
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127955747,127965747,2.231653234717152
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127965747,127975747,2.253339153856042
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127975747,127985747,2.2604232753262203
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127985747,127995747,2.2324156569129507
PC3DM,periodic_interval,8,chr8,126425747,127997820,10000,127995747,128005747,2.287071292607893
