cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131000000,131010000,2.353475580071764
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131010000,131020000,2.3520743383937424
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131020000,131030000,2.4542289431424242
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131030000,131040000,2.428122525731605
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131040000,131050000,2.4115667251854
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131050000,131060000,2.481368498396607
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131060000,131070000,2.683785771941962
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131070000,131080000,2.6622324606503946
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131080000,131090000,2.5657383680392245
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131090000,131100000,2.6426543853758777
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131100000,131110000,2.711961091264904
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131110000,131120000,2.6950133946743673
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131120000,131130000,2.748526119821288
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131130000,131140000,2.7365377837247142
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131140000,131150000,2.7378002886549595
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131150000,131160000,2.8256415188526747
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131160000,131170000,2.812808939847272
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131170000,131180000,2.867466825857433
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131180000,131190000,2.9291347100104073
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131190000,131200000,2.9743730170566796
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131200000,131210000,2.931351391741929
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131210000,131220000,2.997732107121813
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131220000,131230000,2.8091521003103304
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131230000,131240000,2.929577537284954
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131240000,131250000,2.9140683370510496
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131250000,131260000,3.008678479270577
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131260000,131270000,2.94636308594466
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131270000,131280000,2.920722765280804
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131280000,131290000,3.011507233425669
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131290000,131300000,2.9979160166151106
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131300000,131310000,2.9585081719444113
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131310000,131320000,3.0383474107714914
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131320000,131330000,3.003370420885908
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131330000,131340000,3.0290085481153226
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131340000,131350000,3.005210103499697
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131350000,131360000,2.9932157936892203
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131360000,131370000,3.1181727824184264
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131370000,131380000,2.988968364462665
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131380000,131390000,3.0330076770889387
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131390000,131400000,3.035655022921351
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131400000,131410000,3.0732859825926275
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131410000,131420000,3.056985821220455
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131420000,131430000,3.128527970882387
PC3DM,periodic_interval,8,chr8,131000000,132600000,10000,131430000,131440000,3.2508455377053194
