cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126425747,126435747,2.929999192499978
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126435747,126445747,2.8934273914469015
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126445747,126455747,2.840897961402537
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126455747,126465747,2.896715815302618
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126465747,126475747,2.9340442254952075
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126475747,126485747,2.93733864798581
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126485747,126495747,2.8843322799171127
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126495747,126505747,2.8465537603118567
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126505747,126515747,2.8623937578848775
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126515747,126525747,2.867902698112469
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126525747,126535747,2.899441558001738
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126535747,126545747,2.915146483779282
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126545747,126555747,2.9116399502858346
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126555747,126565747,2.882975886448871
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126565747,126575747,2.9025543624547105
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126575747,126585747,2.9917745876625474
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126585747,126595747,3.007443425680131
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126595747,126605747,2.9543340256814856
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126605747,126615747,2.9416575267560665
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126615747,126625747,2.9756816530744445
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126625747,126635747,3.051585359462117
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126635747,126645747,3.078256867736312
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126645747,126655747,3.0056418844004007
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126655747,126665747,2.986678803332288
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126665747,126675747,3.039819180827015
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126675747,126685747,3.0656866750559124
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126685747,126695747,3.0516188369030783
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126695747,126705747,3.070072185614908
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126705747,126715747,3.0124640762965895
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126715747,126725747,3.0119257757672613
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126725747,126735747,3.0342085681523083
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126735747,126745747,3.039438550005269
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126745747,126755747,3.010910627244173
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126755747,126765747,2.9958389632766296
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126765747,126775747,2.947379695328266
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126775747,126785747,2.906674791057226
RPE1,periodic_interval,8,chr8,126425747,127997820,10000,126785747,126795747,2.899249919047563
