cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128800000,128810000,3.7782031743824627
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128810000,128820000,4.499999969288528
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128820000,128830000,2.3449706155349714
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128830000,128840000,4.073738670109329
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128840000,128850000,3.987234044699383
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128850000,128860000,3.46341754850575
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128860000,128870000,3.98207864669392
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128870000,128880000,3.8911672774456885
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128880000,128890000,4.120784528117524
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128890000,128900000,3.4852429462601684
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128900000,128910000,3.9549101433894442
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128910000,128920000,3.8662696099211686
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128920000,128930000,4.008454826573689
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128930000,128940000,3.9671762803884123
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128940000,128950000,3.989233445797384
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128950000,128960000,4.033182124230307
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128960000,128970000,3.9953222888500526
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128970000,128980000,3.915393228711501
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128980000,128990000,4.043029068744639
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,128990000,129000000,3.946418179166893
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129000000,129010000,4.037334128094033
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129010000,129020000,4.027160270483529
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129020000,129030000,3.9675878339763315
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129030000,129040000,3.9559883412214534
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129040000,129050000,3.9864715528712207
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129050000,129060000,3.9719471188862574
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129060000,129070000,3.982393620883089
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129070000,129080000,3.9398215745997773
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129080000,129090000,3.965019735227326
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129090000,129100000,3.8866893815472885
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129100000,129110000,3.9857598362093167
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129110000,129120000,3.933185214189722
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129120000,129130000,3.937566431047748
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129130000,129140000,3.9195594054347778
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129140000,129150000,3.8755995084920176
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129150000,129160000,3.7223113410589064
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129160000,129170000,3.904069334862994
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129170000,129180000,3.835885333897716
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129180000,129190000,3.838454455148297
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129190000,129200000,3.8732996972309666
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129200000,129210000,3.739259109721274
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129210000,129220000,3.8179566247770635
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129220000,129230000,3.7594667312812855
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129230000,129240000,3.7783482344116934
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129240000,129250000,3.749161353627661
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129250000,129260000,3.7269228609207463
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129260000,129270000,3.664767547609939
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129270000,129280000,3.7192916936097085
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129280000,129290000,3.6643243045741265
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129290000,129300000,3.7059742112457825
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129300000,129310000,3.640170477299617
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129310000,129320000,3.5304573896359175
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129320000,129330000,3.5169512671921863
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129330000,129340000,3.499545813646705
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129340000,129350000,3.4177195711085666
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129350000,129360000,3.5066181293234115
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129360000,129370000,3.532332222797539
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129370000,129380000,3.445312824268524
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129380000,129390000,3.3583559531389233
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129390000,129400000,3.360234590506735
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129400000,129410000,3.220788667420148
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129410000,129420000,3.2203623947538347
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129420000,129430000,3.2932247553275236
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129430000,129440000,3.150531830689817
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129440000,129450000,3.156529327776507
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129450000,129460000,3.135948085126441
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129460000,129470000,3.0171018392428737
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129470000,129480000,2.9767344032872303
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129480000,129490000,3.004781040652771
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129490000,129500000,2.844425105926089
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129500000,129510000,2.9488842026093733
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129510000,129520000,2.85264512344638
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129520000,129530000,2.804370754051851
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129530000,129540000,2.734655657924046
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129540000,129550000,2.744178909529754
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129550000,129560000,2.692806855128042
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129560000,129570000,2.52973972991884
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129570000,129580000,2.600083991048882
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129580000,129590000,2.51741071453671
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129590000,129600000,2.4777632315028555
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129600000,129610000,2.4093008486018763
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129610000,129620000,2.3643061084894708
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129620000,129630000,2.3126161017944096
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129630000,129640000,2.3144700923125834
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129640000,129650000,2.1932463656421013
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129650000,129660000,2.1690223551756413
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129660000,129670000,2.136257081630232
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129670000,129680000,2.0572242242255983
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129680000,129690000,2.0646585107143425
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129690000,129700000,1.9942030709291858
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129700000,129710000,1.8378073398518482
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129710000,129720000,1.876621489301861
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129720000,129730000,1.7591861951799124
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129730000,129740000,1.9731585192405574
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129740000,129750000,1.3737215594129661
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129750000,129760000,1.3940701378202263
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129760000,129770000,1.877602731311874
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129770000,129780000,1.291141096632102
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129780000,129790000,1.7798752398709974
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129790000,129800000,1.4978364135208877
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129800000,129810000,3.0012752381487617
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129810000,129820000,1.400802290563637
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129820000,129830000,1.3847861772219843
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129830000,129840000,1.2683066925928346
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129840000,129850000,1.2290360467829522
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129850000,129860000,1.2599950367371522
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129860000,129870000,1.292482076358787
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129870000,129880000,1.1569184596631024
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129880000,129890000,1.259427583847475
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129890000,129900000,1.2302566360147682
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129900000,129910000,1.2965778314836922
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129910000,129920000,1.1766016261366026
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129920000,129930000,1.2917218961132342
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129930000,129940000,1.2967181702244412
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129940000,129950000,1.3206684345968396
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129950000,129960000,1.2106656546049028
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129960000,129970000,1.1912891509147125
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129970000,129980000,1.1031620924023484
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129980000,129990000,1.1333681358341547
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,129990000,130000000,1.0638007425299478
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130000000,130010000,1.0643288793131351
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130010000,130020000,1.040129676336238
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130020000,130030000,1.0000000000000002
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130030000,130040000,1.0000000000000002
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130040000,130050000,1.0753027610195505
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130050000,130060000,1.1328023550372865
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130060000,130070000,1.3445615011011172
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130070000,130080000,1.2495840467019124
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130080000,130090000,1.3556077022154909
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130090000,130100000,1.404184273346156
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130100000,130110000,1.5283484604005804
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130110000,130120000,1.4694452247059808
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130120000,130130000,1.4930974826911425
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130130000,130140000,1.550365865223116
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130140000,130150000,1.581393292294374
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130150000,130160000,1.514097355455462
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130160000,130170000,1.6435861120340924
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130170000,130180000,1.592948244401195
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130180000,130190000,1.7145427138663676
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130190000,130200000,1.7476134142373954
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130200000,130210000,1.7521716313802147
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130210000,130220000,1.7006534639801882
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130220000,130230000,1.7091487307607274
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130230000,130240000,1.7225207067160186
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130240000,130250000,1.7500485997642552
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130250000,130260000,1.751945251362526
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130260000,130270000,1.728899738643593
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130270000,130280000,1.8106698901361957
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130280000,130290000,1.7649295556572684
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130290000,130300000,1.7974591925453227
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130300000,130310000,1.769727509977258
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130310000,130320000,1.7151622352919025
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130320000,130330000,1.7237034891623702
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130330000,130340000,1.6603488224992902
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130340000,130350000,1.646627925564001
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130350000,130360000,1.6271301679577017
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130360000,130370000,1.6129964814297493
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130370000,130380000,1.584588478473927
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130380000,130390000,1.5179154058173745
PC3DM,periodic_interval,8,chr8,128800000,130400000,10000,130390000,130400000,1.504143845274996
