cell_line,analysis_type,chrom,requested_chrom,region_start_bp,region_end_bp,resolution_bp,bin_start_bp,bin_end_bp,timing_s_phase_midpoint
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128800000,128810000,3.95514347587941
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128810000,128820000,4.09832258878979
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128820000,128830000,3.6121039348742188
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128830000,128840000,4.069418536393839
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128840000,128850000,4.009533825335873
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128850000,128860000,4.015119760887154
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128860000,128870000,4.061148902718942
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128870000,128880000,4.044445326287389
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128880000,128890000,4.111748540427179
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128890000,128900000,3.685710768598399
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128900000,128910000,4.113251677358818
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128910000,128920000,3.9227043819919705
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128920000,128930000,4.098933538389901
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128930000,128940000,4.088747001708944
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128940000,128950000,4.059976937403592
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128950000,128960000,4.044273531928158
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128960000,128970000,4.093348956531477
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128970000,128980000,4.102353867887648
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128980000,128990000,4.045181607205772
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,128990000,129000000,3.9656011095514963
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129000000,129010000,4.005550774212272
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129010000,129020000,4.073315263276654
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129020000,129030000,4.078455233319758
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129030000,129040000,3.877268273880214
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129040000,129050000,3.8825709743153642
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129050000,129060000,4.066028926724691
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129060000,129070000,3.884941745498398
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129070000,129080000,3.944694814845944
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129080000,129090000,3.946520591001488
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129090000,129100000,3.87001987067411
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129100000,129110000,3.855584643054828
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129110000,129120000,3.8062520053841626
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129120000,129130000,3.7214498157362423
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129130000,129140000,3.8129096842103527
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129140000,129150000,3.7166260440577754
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129150000,129160000,3.493124505465926
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129160000,129170000,3.824069252401235
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129170000,129180000,3.7534169670994904
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129180000,129190000,3.707869114909311
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129190000,129200000,3.699903062188089
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129200000,129210000,3.770462839915784
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129210000,129220000,3.632484109024539
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129220000,129230000,3.654665053216728
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129230000,129240000,3.7005305392381347
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129240000,129250000,3.557409267332627
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129250000,129260000,3.5519920419126447
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129260000,129270000,2.7539898685106263
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129270000,129280000,2.77644058168988
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129280000,129290000,3.5494528471542335
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129290000,129300000,3.5873300159690915
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129300000,129310000,3.3615891156937256
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129310000,129320000,3.5260039889186476
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129320000,129330000,3.4649630413839136
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129330000,129340000,3.390818407454391
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129340000,129350000,3.3508623293180073
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129350000,129360000,3.418182883200545
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129360000,129370000,3.351595744798922
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129370000,129380000,3.43052175774541
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129380000,129390000,3.34757390658967
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129390000,129400000,3.3718464008282085
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129400000,129410000,3.4305958450143033
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129410000,129420000,3.3098565319388937
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129420000,129430000,3.160457459302263
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129430000,129440000,3.1198124783203665
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129440000,129450000,3.3053070956213197
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129450000,129460000,3.265818250511589
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129460000,129470000,3.2883092449232847
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129470000,129480000,3.2606510576913
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129480000,129490000,3.381317797860564
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129490000,129500000,3.2649996491143796
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129500000,129510000,3.168889844939027
DM,periodic_interval,chr8,chr8,128800000,130400000,10000,129510000,129520000,3.198244504347533
